pc_official,android_official,intermediary,named,confidence,source,reason,scope
com/corrodinggames/rts/gameFramework/m/p$54,com/corrodinggames/rts/gameFramework/m/br,rw/v090/render/CanvasOperation$ScaleFloatFloat,rustedwarfare/render/CanvasOperation$ScaleFloatFloat,high,enum_constant_semantic_string,CanvasOperation enum constant scalefloatfloat,common_core
com/corrodinggames/rts/gameFramework/m/p$55,com/corrodinggames/rts/gameFramework/m/bs,rw/v090/render/CanvasOperation$ScaleFloatFloatFloatFloat,rustedwarfare/render/CanvasOperation$ScaleFloatFloatFloatFloat,high,enum_constant_semantic_string,CanvasOperation enum constant scalefloatfloatfloatfloat,common_core
com/corrodinggames/rts/gameFramework/m/p$56,com/corrodinggames/rts/gameFramework/m/bt,rw/v090/render/CanvasOperation$ClipRectRectOp,rustedwarfare/render/CanvasOperation$ClipRectRectOp,high,enum_constant_semantic_string,CanvasOperation enum constant cliprectrectop,common_core
com/corrodinggames/rts/gameFramework/m/p$57,com/corrodinggames/rts/gameFramework/m/bu,rw/v090/render/CanvasOperation$SetBitmapBitmap,rustedwarfare/render/CanvasOperation$SetBitmapBitmap,high,enum_constant_semantic_string,CanvasOperation enum constant setbitmapbitmap,common_core
com/corrodinggames/rts/gameFramework/m/p$58,com/corrodinggames/rts/gameFramework/m/bv,rw/v090/render/CanvasOperation$SetDensityInt,rustedwarfare/render/CanvasOperation$SetDensityInt,high,enum_constant_semantic_string,CanvasOperation enum constant setdensityint,common_core
com/corrodinggames/rts/gameFramework/m/p$59,com/corrodinggames/rts/gameFramework/m/bw,rw/v090/render/CanvasOperation$SetDrawFilterDrawFilter,rustedwarfare/render/CanvasOperation$SetDrawFilterDrawFilter,high,enum_constant_semantic_string,CanvasOperation enum constant setdrawfilterdrawfilter,common_core
com/corrodinggames/rts/gameFramework/m/p$6,com/corrodinggames/rts/gameFramework/m/v,rw/v090/render/CanvasOperation$DrawBitmapBitmapMatrixPaint,rustedwarfare/render/CanvasOperation$DrawBitmapBitmapMatrixPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawbitmapbitmapmatrixpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$60,com/corrodinggames/rts/gameFramework/m/bx,rw/v090/render/CanvasOperation$SetMatrixMatrix,rustedwarfare/render/CanvasOperation$SetMatrixMatrix,high,enum_constant_semantic_string,CanvasOperation enum constant setmatrixmatrix,common_core
com/corrodinggames/rts/gameFramework/m/p$61,com/corrodinggames/rts/gameFramework/m/by,rw/v090/render/CanvasOperation$SkewFloatFloat,rustedwarfare/render/CanvasOperation$SkewFloatFloat,high,enum_constant_semantic_string,CanvasOperation enum constant skewfloatfloat,common_core
com/corrodinggames/rts/gameFramework/m/p$62,com/corrodinggames/rts/gameFramework/m/bz,rw/v090/render/CanvasOperation$TranslateFloatFloat,rustedwarfare/render/CanvasOperation$TranslateFloatFloat,high,enum_constant_semantic_string,CanvasOperation enum constant translatefloatfloat,common_core
com/corrodinggames/rts/gameFramework/m/p$63,com/corrodinggames/rts/gameFramework/m/ca,rw/v090/render/CanvasOperation$RunDrawTimeCallbackDrawTimeCallback,rustedwarfare/render/CanvasOperation$RunDrawTimeCallbackDrawTimeCallback,high,enum_constant_semantic_string,CanvasOperation enum constant rundrawtimecallbackdrawtimecallback,common_core
com/corrodinggames/rts/gameFramework/m/p$64,com/corrodinggames/rts/gameFramework/m/cb,rw/v090/render/CanvasOperation$RunDrawTimeCallbackDrawTimeCallbackFloatFloatFloatPaint,rustedwarfare/render/CanvasOperation$RunDrawTimeCallbackDrawTimeCallbackFloatFloatFloatPaint,high,enum_constant_semantic_string,CanvasOperation enum constant rundrawtimecallbackdrawtimecallbackfloatfloatfloatpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$65,com/corrodinggames/rts/gameFramework/m/cc,rw/v090/render/CanvasOperation$FlushBitmap,rustedwarfare/render/CanvasOperation$FlushBitmap,high,enum_constant_semantic_string,CanvasOperation enum constant flushbitmap,common_core
com/corrodinggames/rts/gameFramework/m/p$66,com/corrodinggames/rts/gameFramework/m/cd,rw/v090/render/CanvasOperation$EnterLockObject,rustedwarfare/render/CanvasOperation$EnterLockObject,high,enum_constant_semantic_string,CanvasOperation enum constant enterlockobject,common_core
com/corrodinggames/rts/gameFramework/m/p$67,com/corrodinggames/rts/gameFramework/m/ce,rw/v090/render/CanvasOperation$ClipRectRect,rustedwarfare/render/CanvasOperation$ClipRectRect,high,enum_constant_semantic_string,CanvasOperation enum constant cliprectrect,common_core
com/corrodinggames/rts/gameFramework/m/p$68,com/corrodinggames/rts/gameFramework/m/cf,rw/v090/render/CanvasOperation$LeaveLockObject,rustedwarfare/render/CanvasOperation$LeaveLockObject,high,enum_constant_semantic_string,CanvasOperation enum constant leavelockobject,common_core
com/corrodinggames/rts/gameFramework/m/p$69,com/corrodinggames/rts/gameFramework/m/cg,rw/v090/render/CanvasOperation$CompileShaderObject,rustedwarfare/render/CanvasOperation$CompileShaderObject,high,enum_constant_semantic_string,CanvasOperation enum constant compileshaderobject,common_core
com/corrodinggames/rts/gameFramework/m/p$7,com/corrodinggames/rts/gameFramework/m/w,rw/v090/render/CanvasOperation$DrawBitmapBitmapRectRectPaint,rustedwarfare/render/CanvasOperation$DrawBitmapBitmapRectRectPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawbitmapbitmaprectrectpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$70,com/corrodinggames/rts/gameFramework/m/ch,rw/v090/render/CanvasOperation$SetShaderObject,rustedwarfare/render/CanvasOperation$SetShaderObject,high,enum_constant_semantic_string,CanvasOperation enum constant setshaderobject,common_core
com/corrodinggames/rts/gameFramework/m/p$71,com/corrodinggames/rts/gameFramework/m/ci,rw/v090/render/CanvasOperation$ClipRectRectFOp,rustedwarfare/render/CanvasOperation$ClipRectRectFOp,high,enum_constant_semantic_string,CanvasOperation enum constant cliprectrectfop,common_core
com/corrodinggames/rts/gameFramework/m/p$72,com/corrodinggames/rts/gameFramework/m/cj,rw/v090/render/CanvasOperation$ClipRectRectF,rustedwarfare/render/CanvasOperation$ClipRectRectF,high,enum_constant_semantic_string,CanvasOperation enum constant cliprectrectf,common_core
com/corrodinggames/rts/gameFramework/m/p$8,com/corrodinggames/rts/gameFramework/m/x,rw/v090/render/CanvasOperation$DrawBitmapBitmapRectRectFPaint,rustedwarfare/render/CanvasOperation$DrawBitmapBitmapRectRectFPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawbitmapbitmaprectrectfpaint,common_core
com/corrodinggames/rts/gameFramework/m/p$9,com/corrodinggames/rts/gameFramework/m/y,rw/v090/render/CanvasOperation$DrawBitmapIntarrayIntIntFloatFloatIntIntBooleanPaint,rustedwarfare/render/CanvasOperation$DrawBitmapIntarrayIntIntFloatFloatIntIntBooleanPaint,high,enum_constant_semantic_string,CanvasOperation enum constant drawbitmapintarrayintintfloatfloatintintbooleanpaint,common_core
com/corrodinggames/rts/gameFramework/m/q,com/corrodinggames/rts/gameFramework/m/ck,rw/render/ReusableDrawObjectPool,rustedwarfare/render/ReusableDrawObjectPool,high,manual_structural_family,ReusableDrawObjectPool neighboring CanvasOperation support class,common_core
com/corrodinggames/rts/gameFramework/m/r,com/corrodinggames/rts/gameFramework/m/cl,rw/render/DrawCommandMarker,rustedwarfare/render/DrawCommandMarker,high,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/m/s,com/corrodinggames/rts/gameFramework/m/cm,rw/render/QueuedCanvasCommand,rustedwarfare/render/QueuedCanvasCommand,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/t,com/corrodinggames/rts/gameFramework/m/cn,rw/render/QueuedCanvasCommandPool,rustedwarfare/render/QueuedCanvasCommandPool,high,manual_structural_family,QueuedCanvasCommandPool neighboring CanvasOperation support class,common_core
com/corrodinggames/rts/gameFramework/m/u,com/corrodinggames/rts/gameFramework/m/ff,rw/render/AbstractCanvasDrawTarget,rustedwarfare/render/AbstractCanvasDrawTarget,high,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/m/x,com/corrodinggames/rts/gameFramework/m/fh,rw/render/CanvasGraphicsEngine,rustedwarfare/render/CanvasGraphicsEngine,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/y,com/corrodinggames/rts/gameFramework/m/fi,rw/render/GraphicsEngine,rustedwarfare/render/GraphicsEngine,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/m/z,com/corrodinggames/rts/gameFramework/m/fj,rw/render/NullGraphicsEngine,rustedwarfare/render/NullGraphicsEngine,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/a,com/corrodinggames/rts/gameFramework/n/a,rw/mission/MissionTrigger,rustedwarfare/mission/MissionTrigger,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/a/a,com/corrodinggames/rts/gameFramework/n/a/a,rw/mission/condition/MissionTriggerCondition,rustedwarfare/mission/condition/MissionTriggerCondition,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/a/b,com/corrodinggames/rts/gameFramework/n/a/b,rw/mission/condition/TeamTagCondition,rustedwarfare/mission/condition/TeamTagCondition,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/a/c,com/corrodinggames/rts/gameFramework/n/a/c,rw/mission/condition/UnitDetectCondition,rustedwarfare/mission/condition/UnitDetectCondition,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/b,com/corrodinggames/rts/gameFramework/n/b,rw/mission/MissionTriggerConditionSet,rustedwarfare/mission/MissionTriggerConditionSet,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/c,com/corrodinggames/rts/gameFramework/n/c,rw/mission/MissionTriggerParser,rustedwarfare/mission/MissionTriggerParser,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e,com/corrodinggames/rts/gameFramework/n/d,rw/mission/MissionTriggerType,rustedwarfare/mission/MissionTriggerType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$1,com/corrodinggames/rts/gameFramework/n/e,rw/mission/internal/MissionTriggerTypeObjective,rustedwarfare/mission/internal/MissionTriggerTypeObjective,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$10,com/corrodinggames/rts/gameFramework/n/n,rw/mission/internal/MissionTriggerTypeMoveCamera,rustedwarfare/mission/internal/MissionTriggerTypeMoveCamera,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$11,com/corrodinggames/rts/gameFramework/n/o,rw/mission/internal/MissionTriggerTypeTriggerUnitDetect,rustedwarfare/mission/internal/MissionTriggerTypeTriggerUnitDetect,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$2,com/corrodinggames/rts/gameFramework/n/f,rw/mission/internal/MissionTriggerTypeTriggerTeamTagDetect,rustedwarfare/mission/internal/MissionTriggerTypeTriggerTeamTagDetect,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$3,com/corrodinggames/rts/gameFramework/n/g,rw/mission/internal/MissionTriggerTypeTriggerBasic,rustedwarfare/mission/internal/MissionTriggerTypeTriggerBasic,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$4,com/corrodinggames/rts/gameFramework/n/h,rw/mission/internal/MissionTriggerTypeEventMove,rustedwarfare/mission/internal/MissionTriggerTypeEventMove,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$5,com/corrodinggames/rts/gameFramework/n/i,rw/mission/internal/MissionTriggerTypeEventChangeCredits,rustedwarfare/mission/internal/MissionTriggerTypeEventChangeCredits,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$6,com/corrodinggames/rts/gameFramework/n/j,rw/mission/internal/MissionTriggerTypeEventTeamTags,rustedwarfare/mission/internal/MissionTriggerTypeEventTeamTags,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$7,com/corrodinggames/rts/gameFramework/n/k,rw/mission/internal/MissionTriggerTypeEventUnitAdd,rustedwarfare/mission/internal/MissionTriggerTypeEventUnitAdd,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$8,com/corrodinggames/rts/gameFramework/n/l,rw/mission/internal/MissionTriggerTypeEventUnitRemove,rustedwarfare/mission/internal/MissionTriggerTypeEventUnitRemove,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/e$9,com/corrodinggames/rts/gameFramework/n/m,rw/mission/internal/MissionTriggerTypeMapText,rustedwarfare/mission/internal/MissionTriggerTypeMapText,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/f,com/corrodinggames/rts/gameFramework/n/p,rw/mission/MissionEngine,rustedwarfare/mission/MissionEngine,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/n/g,com/corrodinggames/rts/gameFramework/n/q,rw/mission/MissionObjectivePanel,rustedwarfare/mission/MissionObjectivePanel,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/h,com/corrodinggames/rts/gameFramework/n/r,rw/mission/MissionDifficulty,rustedwarfare/mission/MissionDifficulty,high,manual_residual_closure,mission parser neighborhood; enum cardinality 2,common_cross_build_residual
com/corrodinggames/rts/gameFramework/n/i,com/corrodinggames/rts/gameFramework/n/s,rw/mission/MissionUnitCounter,rustedwarfare/mission/MissionUnitCounter,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/n/j,com/corrodinggames/rts/gameFramework/n/t,rw/mission/MissionUnitCountEntry,rustedwarfare/mission/MissionUnitCountEntry,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/n/k,com/corrodinggames/rts/gameFramework/n/u,rw/mission/MissionWaveUnit,rustedwarfare/mission/MissionWaveUnit,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/n/l,com/corrodinggames/rts/gameFramework/n/v,rw/mission/VictoryCondition,rustedwarfare/mission/VictoryCondition,high,manual_residual_closure,mapped mission caller reference flow 21; enum cardinality 8,common_cross_build_residual
com/corrodinggames/rts/gameFramework/n/m,com/corrodinggames/rts/gameFramework/n/w,rw/mission/MissionTriggerReference,rustedwarfare/mission/MissionTriggerReference,high,manual_residual_closure,mapped mission caller reference flow 8; single reference field,common_cross_build_residual
com/corrodinggames/rts/gameFramework/o,com/corrodinggames/rts/gameFramework/x,rw/v090/game/GameEngineFactory,rustedwarfare/game/GameEngineFactory,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/o/a,com/corrodinggames/rts/gameFramework/o/a,rw/steam/SteamEngine,rustedwarfare/steam/SteamEngine,medium,anchor_bounded_sequence,monotonic package sequence; bounded=false; anchors=0,common_core
com/corrodinggames/rts/gameFramework/p,com/corrodinggames/rts/gameFramework/y,rw/v100rc1/input/InputEventRecord,rustedwarfare/input/InputEventRecord,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/q,com/corrodinggames/rts/gameFramework/z,rw/v100rc1/util/RunnableBatchQueue,rustedwarfare/util/RunnableBatchQueue,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/r,com/corrodinggames/rts/gameFramework/aa,rw/v100rc1/input/KeyStateEvent,rustedwarfare/input/KeyStateEvent,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=43,common_core
com/corrodinggames/rts/gameFramework/s,com/corrodinggames/rts/gameFramework/ac,rw/v090/game/GameLoadMode,rustedwarfare/game/GameLoadMode,high,manual_residual_closure,mapped app/game callers reference target 12 times; enum cardinality 4,common_cross_build_residual
